RMNYStat-ID,RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY1225,RMNY-C5902,RMNY-C,5902,egyedi,eredeti,Sibiu,Mus,2,,,,,,,
RMNY1226,RMNY-C5903,RMNY-C,5903,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY1227,RMNY-C5904,RMNY-C,5904,egyedi,phot.,Budapest,Nat,phot.,,,"(Genève, Kežmarok)",,,,
RMNY1227,RMNY-C5905,RMNY-C,5905,egyedi,eredeti,Genève,Mus Ref,1,,,,,,,
RMNY1227,RMNY-C5906,RMNY-C,5906,egyedi,eredeti,Kežmarok,Ev,2,,,,,,,
RMNY1228,RMNY-C5907,RMNY-C,5907,,,,,n.p.,,,,,,,
RMNY1229,RMNY-C5908,RMNY-C,5908,,,,,n.p.,,,,,,,
RMNY1230,RMNY-C5909,RMNY-C,5909,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY1230,RMNY-C5910,RMNY-C,5910,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY1231,RMNY-C5911,RMNY-C,5911,egyedi,phot.,Budapest,Acad,phot.,,,,,,,
RMNY1231,RMNY-C5912,RMNY-C,5912,egyedi,eredeti,Kežmarok,Ev,1,,,,,,,
RMNY1232,RMNY-C5913,RMNY-C,5913,egyedi,eredeti,Budapest,Acad,2,*,,,,,,
RMNY1232,RMNY-C5914,RMNY-C,5914,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1233,RMNY-C5915,RMNY-C,5915,egyedi,eredeti,Brno,Univ,1,,,,,,,
RMNY1233,RMNY-C5916,RMNY-C,5916,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1234,RMNY-C5917,RMNY-C,5917,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY1234,RMNY-C5918,RMNY-C,5918,egyedi,phot.,Budapest,Nat,phot.,,,(Wien),,,,
RMNY1234,RMNY-C5919,RMNY-C,5919,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY1235,RMNY-C5920,RMNY-C,5920,,,,,n.p.,,,,,,,
RMNY1236,RMNY-C5921,RMNY-C,5921,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5922,RMNY-C,5922,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5923,RMNY-C,5923,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5924,RMNY-C,5924,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5925,RMNY-C,5925,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5926,RMNY-C,5926,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5927,RMNY-C,5927,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5928,RMNY-C,5928,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5929,RMNY-C,5929,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5930,RMNY-C,5930,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5931,RMNY-C,5931,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5932,RMNY-C,5932,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5933,RMNY-C,5933,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5934,RMNY-C,5934,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5935,RMNY-C,5935,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5936,RMNY-C,5936,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5937,RMNY-C,5937,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5938,RMNY-C,5938,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5939,RMNY-C,5939,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5940,RMNY-C,5940,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5941,RMNY-C,5941,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5942,RMNY-C,5942,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5943,RMNY-C,5943,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5944,RMNY-C,5944,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5945,RMNY-C,5945,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5946,RMNY-C,5946,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5947,RMNY-C,5947,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5948,RMNY-C,5948,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5949,RMNY-C,5949,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5950,RMNY-C,5950,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5951,RMNY-C,5951,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1236,RMNY-C5952,RMNY-C,5952,csoportos,eredeti,In 22 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,32 expl.,
RMNY1237,RMNY-C5953,RMNY-C,5953,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5954,RMNY-C,5954,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5955,RMNY-C,5955,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5956,RMNY-C,5956,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5957,RMNY-C,5957,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5958,RMNY-C,5958,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5959,RMNY-C,5959,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5960,RMNY-C,5960,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5961,RMNY-C,5961,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5962,RMNY-C,5962,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5963,RMNY-C,5963,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1237,RMNY-C5964,RMNY-C,5964,csoportos,eredeti,In 10 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; etc.",,12 expl.,
RMNY1238,RMNY-C5965,RMNY-C,5965,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5966,RMNY-C,5966,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5967,RMNY-C,5967,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5968,RMNY-C,5968,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5969,RMNY-C,5969,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5970,RMNY-C,5970,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5971,RMNY-C,5971,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5972,RMNY-C,5972,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5973,RMNY-C,5973,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5974,RMNY-C,5974,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5975,RMNY-C,5975,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5976,RMNY-C,5976,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5977,RMNY-C,5977,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5978,RMNY-C,5978,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5979,RMNY-C,5979,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5980,RMNY-C,5980,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5981,RMNY-C,5981,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5982,RMNY-C,5982,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5983,RMNY-C,5983,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5984,RMNY-C,5984,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5985,RMNY-C,5985,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1238,RMNY-C5986,RMNY-C,5986,csoportos,eredeti,In 15 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,22 expl.,
RMNY1239,RMNY-C5987,RMNY-C,5987,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5988,RMNY-C,5988,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5989,RMNY-C,5989,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5990,RMNY-C,5990,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5991,RMNY-C,5991,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5992,RMNY-C,5992,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5993,RMNY-C,5993,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5994,RMNY-C,5994,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5995,RMNY-C,5995,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5996,RMNY-C,5996,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5997,RMNY-C,5997,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5998,RMNY-C,5998,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C5999,RMNY-C,5999,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6000,RMNY-C,6000,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6001,RMNY-C,6001,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6002,RMNY-C,6002,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6003,RMNY-C,6003,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6004,RMNY-C,6004,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6005,RMNY-C,6005,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6006,RMNY-C,6006,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6007,RMNY-C,6007,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6008,RMNY-C,6008,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6009,RMNY-C,6009,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6010,RMNY-C,6010,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6011,RMNY-C,6011,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
RMNY1239,RMNY-C6012,RMNY-C,6012,csoportos,eredeti,In 43 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,77 expl.,
