RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY-C-294,,294,egyedi,eredeti,RMNY74,Cluj,Univ,4,,,,,,,
RMNY-C-295,,295,egyedi,eredeti,RMNY74,Kraków,Univ,2,,,,,,,
RMNY-C-296,,296,egyedi,eredeti,RMNY74,Sárospatak,Ref,2,,,(M. Nemz. Múz.),,,,
RMNY-C-297,,297,egyedi,eredeti,RMNY74,Sibiu,Mus,1,,,,,,,
RMNY-C-298,,298,,,RMNY75,,,n.p.,,,,,,,
RMNY-C-299,,299,,,RMNY76,,,n.p.,,,,,,,
RMNY-C-300,,300,egyedi,eredeti,RMNY77,Budapest,Nat,1,,,,,,,
RMNY-C-301,,301,egyedi,eredeti,RMNY78,Budapest,Acad,3,,,,,,,
RMNY-C-302,,302,egyedi,phot.,RMNY78,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-303,,303,egyedi,eredeti,RMNY78,Cluj,Univ,1,,,,,,,
RMNY-C-304,,304,egyedi,eredeti,RMNY79,Budapest,Acad,1,,,,,,,
RMNY-C-305,,305,egyedi,eredeti,RMNY80,Budapest,Nat,1,,,,,,,
RMNY-C-306,,306,,,RMNY81,,,n.p.,,,,,,,
RMNY-C-307,,307,egyedi,phot.,RMNY82,Budapest,Nat,phot.,,,(Sibiu),,,,
RMNY-C-308,,308,egyedi,eredeti,RMNY82,Sibiu,Mus,1,,,,,,,
RMNY-C-309,,309,egyedi,eredeti,RMNY82,Sibiu,Mus,2,*,,,,,,
RMNY-C-310,,310,egyedi,phot.,RMNY84,Budapest,Nat,phot.,,,(Kalocsa),,,,
RMNY-C-311,,311,egyedi,eredeti,RMNY84,Kalocsa,Dioec,1,,,,,,,
RMNY-C-312,,312,egyedi,eredeti,RMNY84,Sighişoara,,1,,,,,,,
RMNY-C-313,,313,,,RMNY85,,,n.p.,,,,,,,
RMNY-C-314,,314,egyedi,phot.,RMNY86,Budapest,Nat,phot.,,,,,,,
RMNY-C-315,,315,egyedi,eredeti,RMNY86,Cluj,Univ,1,,,,,,,
RMNY-C-316,,316,egyedi,eredeti,RMNY87,Bratislava,Univ,1,,,,,,,
RMNY-C-317,,317,egyedi,eredeti,RMNY87,Budapest,Acad,1,,,,,,,
RMNY-C-318,,318,egyedi,eredeti,RMNY87,Budapest,Acad,2,,,,,,,
RMNY-C-319,,319,egyedi,eredeti,RMNY87,Budapest,Acad,3,*,,,,,,
RMNY-C-320,,320,egyedi,eredeti,RMNY87,Budapest,Nat,1,,,,,,,
RMNY-C-321,,321,egyedi,eredeti,RMNY87,Budapest,Nat,1,,,,,,,
RMNY-C-322,,322,egyedi,eredeti,RMNY87,Budapest,Univ,1,,,,,,,
RMNY-C-323,,323,egyedi,eredeti,RMNY87,Sibiu,Arch,1,,,(Erd. ev. egyházker.),,,,
RMNY-C-324,,324,egyedi,eredeti,RMNY87,Wien,Nat,1,,,,,,,
RMNY-C-325,,325,egyedi,eredeti,RMNY88A,Budapest,Nat,2,*,,,,,,
RMNY-C-326,,326,egyedi,eredeti,RMNY88,Budapest,Acad,4,,,(Toldy Ferenc),,,,
RMNY-C-327,,327,egyedi,eredeti,RMNY89,Braşov,Ev,1,,,,,,,
RMNY-C-328,,328,egyedi,phot.,RMNY89,Budapest,Nat,phot.,,,(Tîrgu Mureş),,,,
RMNY-C-329,,329,egyedi,eredeti,RMNY89,London,Wellcome,1,,,,,,,
RMNY-C-330,,330,egyedi,eredeti,RMNY89,Tîrgu Mureş,,2,*,,,,,,
RMNY-C-331,,331,egyedi,eredeti,RMNY89,Tîrgu Mureş,,2,*,,,,,,
RMNY-C-332,,332,egyedi,eredeti,RMNY90,Alba Iulia,,2,,,,,,,
RMNY-C-333,,333,egyedi,eredeti,RMNY90,Banská Štiavnica,Mus,0,,,,,,,
RMNY-C-334,,334,egyedi,eredeti,RMNY90,Budapest,Acad,1,,,,,,,
RMNY-C-335,,335,egyedi,eredeti,RMNY90,Budapest,Acad,2,*,,,,,,
RMNY-C-336,,336,egyedi,eredeti,RMNY90,Budapest,Nat,2,*,,,,,,
RMNY-C-337,,337,egyedi,eredeti,RMNY90,Budapest,Nat,2,,,,,"(Debrecen, ref. coll.)",,
RMNY-C-338,,338,egyedi,eredeti,RMNY90,Budapest,Nat,2,*,,,,,,
RMNY-C-339,,339,egyedi,eredeti,RMNY90,Budapest,Nat,2,,,,,,,
RMNY-C-340,,340,egyedi,eredeti,RMNY90,Budapest,Univ,2,,,,,,,
RMNY-C-341,,341,egyedi,eredeti,RMNY90,Cluj,Acad II,2,,,,,,,
RMNY-C-342,,342,egyedi,eredeti,RMNY90,Cluj,Acad III,2,,,,,,,
RMNY-C-343,,343,egyedi,eredeti,RMNY90,Cluj,Acad III,4,,,,,,,
RMNY-C-344,,344,egyedi,eredeti,RMNY90,Cluj,Univ,1,,,,,,,
RMNY-C-345,,345,egyedi,eredeti,RMNY90,Debrecen,Ref,2,,,,,,,
RMNY-C-346,,346,egyedi,eredeti,RMNY90,Debrecen,Univ,4,,,,,,,
RMNY-C-347,,347,egyedi,eredeti,RMNY90,Graz,Univ,2,,,,,,,
RMNY-C-348,,348,egyedi,eredeti,RMNY90,Kežmarok,MS,1,,,,,,,
RMNY-C-349,,349,egyedi,eredeti,RMNY90,Szeged,Univ,4,,,,"Töredék: csak az lil, Rrr2, Vvv2-Vvv3",,,Kötés nélkül
RMNY-C-350,,350,egyedi,eredeti,RMNY90,Wolfenbüttel,,4,,,,,,,
RMNY-C-351,,351,egyedi,phot.,RMNY91,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-352,,352,egyedi,eredeti,RMNY91,Cluj,Acad I,2,,,,,,,
RMNY-C-353,,353,egyedi,eredeti,RMNY91,Pannonhalma,,3,,,,,,,
RMNY-C-354,,354,egyedi,eredeti,RMNY92,Bratislava,Acad,1,,,,,,,
RMNY-C-355,,355,egyedi,eredeti,RMNY92,Budapest,Acad,1,,,,,,,
RMNY-C-356,,356,egyedi,eredeti,RMNY92,Budapest,Acad,3,*,,,,,,
RMNY-C-357,,357,egyedi,eredeti,RMNY92,Budapest,Nat,2,,,"(Keszthely, Festetics)",,,,
RMNY-C-358,,358,egyedi,eredeti,RMNY92,Budapest,Nat,3,*,,,,,,
RMNY-C-359,,359,egyedi,eredeti,RMNY92,Budapest,Univ,2,*,,,,,,
RMNY-C-360,,360,egyedi,eredeti,RMNY92,Budapest,Zsámár József,3,,,,,,,
RMNY-C-361,,361,egyedi,eredeti,RMNY92,Cluj,Univ,1,,,,,,,
RMNY-C-362,,362,egyedi,eredeti,RMNY92,Debrecen,Ref,2,,,,,,,
RMNY-C-363,,363,egyedi,eredeti,RMNY92,København,Reg,1,,,,,,,
RMNY-C-364,,364,egyedi,eredeti,RMNY92,Košice,Dioec,1,,,,,,,
RMNY-C-365,,365,,,RMNY93,,,n.p.,,,,,,,
RMNY-C-366,,366,,,RMNY94,,,n.p.,,,,,,,
RMNY-C-367,,367,egyedi,eredeti,RMNY95,Alba Iulia,,2,,,,,,,
RMNY-C-368,,368,egyedi,eredeti,RMNY95,Budapest,Acad,1,,,,,,,
RMNY-C-369,,369,egyedi,eredeti,RMNY95,Budapest,Acad,3,,,,,,,
RMNY-C-370,,370,egyedi,eredeti,RMNY95,Budapest,Acad,4,,,,,,,
RMNY-C-371,,371,egyedi,eredeti,RMNY95,Budapest,Nat,1,,,,,,,
RMNY-C-372,,372,egyedi,eredeti,RMNY95,Budapest,Nat,3,,,,,,,
RMNY-C-373,,373,egyedi,eredeti,RMNY95,Budapest,Ref,1,,,,,,,
RMNY-C-374,,374,egyedi,eredeti,RMNY95,Budapest,Zsámár József,1,,,,,,,
RMNY-C-375,,375,egyedi,eredeti,RMNY95,Cluj,Acad II,2,*,,,,,,
RMNY-C-376,,376,egyedi,eredeti,RMNY95,Cluj,Acad III,2,*,,,,,,
RMNY-C-377,,377,egyedi,eredeti,RMNY95,Cluj,Acad III,2,,,(Torda),,,,
RMNY-C-378,,378,egyedi,eredeti,RMNY95,Cluj,Acad III,3,,,,,,,
RMNY-C-379,,379,egyedi,eredeti,RMNY95,Cluj,Acad III,3,,,,,,,
RMNY-C-380,,380,egyedi,eredeti,RMNY95,Cluj,Univ,2,*,,,,,,
RMNY-C-381,,381,egyedi,eredeti,RMNY95,Debrecen,Ref,2,*,,,,,,
RMNY-C-382,,382,egyedi,eredeti,RMNY95,Gyöngyös,,2,,,,,,,
RMNY-C-383,,383,egyedi,eredeti,RMNY95,Gyöngyös,,2,,,,,,,
RMNY-C-384,,384,egyedi,eredeti,RMNY95,Miskolc,Ev,2,,,,,,,
RMNY-C-385,,385,egyedi,eredeti,RMNY95,Nitra,Dioec,1,,,,,,,
RMNY-C-386,,386,egyedi,eredeti,RMNY95,Oponice,MS,2,,,,,,,
RMNY-C-387,,387,egyedi,eredeti,RMNY96,Bratislava,Acad,2,*,,,,,,
RMNY-C-388,,388,egyedi,eredeti,RMNY96,Bratislava,MS,2,,,,,,,
RMNY-C-389,,389,egyedi,eredeti,RMNY96,Budapest,Acad,1,,,,,,,
RMNY-C-390,,390,egyedi,eredeti,RMNY96,Budapest,Acad,4,,,(Lugossy József),,,,
RMNY-C-391,,391,egyedi,eredeti,RMNY96,Budapest,Acad,4,,,,,,,
RMNY-C-392,,392,egyedi,eredeti,RMNY96,Budapest,Nat,2,*,,"(Keszthely, Festetics)",,,,
RMNY-C-393,,393,egyedi,eredeti,RMNY96,Budapest,Nat,2,,,,,,,
RMNY-C-394,,394,egyedi,eredeti,RMNY96,Budapest,Nat,4,,,,,,,
RMNY-C-395,,395,egyedi,eredeti,RMNY96,Budapest,Univ,2,,,,,,,
RMNY-C-396,,396,egyedi,eredeti,RMNY96,Cluj,Univ,2,*,,,,,,
RMNY-C-397,,397,egyedi,eredeti,RMNY96,Debrecen,Ref,2,,,,,,,
RMNY-C-398,,398,egyedi,eredeti,RMNY96,København,Reg,1,,,,,,,
RMNY-C-399,,399,egyedi,eredeti,RMNY96,Košice,Dioec,1,,,,,,,
RMNY-C-400,,400,egyedi,eredeti,RMNY97,Budapest,Nat,4,,,,,,,
RMNY-C-401,,401,egyedi,eredeti,RMNY98,Alba Iulia,,1,,,,,,,
RMNY-C-402,,402,egyedi,eredeti,RMNY98,Cluj,Univ,3,*,,,,,,
RMNY-C-403,,403,egyedi,eredeti,RMNY98,Stuttgart,,1,,,,,,,
RMNY-C-404,,404,egyedi,phot.,RMNY99A,Budapest,Nat,phot.,,,,,,,
RMNY-C-405,,405,egyedi,eredeti,RMNY99A,Leningrad,Nat,4,,,,,,,
RMNY-C-406,,406,egyedi,phot.,RMNY99,Budapest,Nat,phot.,,,,,,,
RMNY-C-407,,407,egyedi,eredeti,RMNY99,Wien,Nat,1,,,,,,,
RMNY-C-408,,408,egyedi,eredeti,RMNY100,Budapest,Nat,3,*,,,,,,
RMNY-C-409,,409,egyedi,eredeti,RMNY100,Cluj,Univ,4,,,,,,,
RMNY-C-410,,410,egyedi,phot.,RMNY101,Budapest,Nat,phot.,,,,,,,
RMNY-C-411,,411,egyedi,eredeti,RMNY101,Cluj,Univ,4,*,,,,,,
RMNY-C-412,,412,egyedi,eredeti,RMNY102,Bratislava,MS,2,*,,(Alsósebes),,,,
RMNY-C-413,,413,egyedi,eredeti,RMNY102,Budapest,Acad,3,,,,,,,
RMNY-C-414,,414,egyedi,eredeti,RMNY102,Budapest,Nat,2,,,phot. suppl. (Bratislava MS),,,,
RMNY-C-415,,415,egyedi,eredeti,RMNY102,Budapest,Nat,4,,,,,,,
RMNY-C-416,,416,egyedi,eredeti,RMNY103A,Braşov,Ev,4,,,,,,,
RMNY-C-417,,417,egyedi,phot.,RMNY103A,Budapest,Nat,phot.,,,,,,,
RMNY-C-418,,418,egyedi,eredeti,RMNY103,Budapest,Nat,2,,,,,,,
RMNY-C-419,,419,egyedi,eredeti,RMNY103,Budapest,Nat,4,,,,,,,
RMNY-C-420,,420,egyedi,eredeti,RMNY104,Braşov,Ev,1,,,,,,,
RMNY-C-421,,421,egyedi,eredeti,RMNY104,Budapest,Nat,1,,,(RMK II 53),,,,
RMNY-C-422,,422,egyedi,eredeti,RMNY104,Debrecen,Ref,1,,,,,,,
RMNY-C-423,,423,,,RMNY104A,,,n.p.,,,,,,,
RMNY-C-424,,424,egyedi,eredeti,RMNY105,Braşov,Ev,1,,(A-var.),,,,,
RMNY-C-425,,425,egyedi,eredeti,RMNY105,Budapest,Acad,1,,(B-var.),(RMK II 34),,,,
RMNY-C-426,,426,egyedi,eredeti,RMNY105,Budapest,Acad,1,,(A-var.),,,,,
RMNY-C-427,,427,egyedi,eredeti,RMNY105,Sighişoara,,1,,(A-var.),,,,,
RMNY-C-428,,428,egyedi,eredeti,RMNY106,Braşov,Ev,1,,,,,,,
RMNY-C-429,,429,egyedi,phot.,RMNY106,Budapest,Nat,phot.,,,,,,,
RMNY-C-430,,430,egyedi,phot.,RMNY107,Budapest,Nat,phot.,,,,,,,
RMNY-C-431,,431,egyedi,eredeti,RMNY107,Sighişoara,,2,*,,,,,,
RMNY-C-432,,432,egyedi,eredeti,RMNY108,Budapest,Acad,3,,,(phot. (Cluj),,,,
RMNY-C-433,,433,egyedi,phot.,RMNY108,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-434,,434,egyedi,eredeti,RMNY108,Cluj,Univ,4,,,,,,,
RMNY-C-435,,435,egyedi,eredeti,RMNY109,Budapest,Acad,2,,,,,,,
RMNY-C-436,,436,egyedi,eredeti,RMNY109,Budapest,Acad,3,,,,,,,
RMNY-C-437,,437,egyedi,eredeti,RMNY109,Budapest,Nat,1,,,,,,,
RMNY-C-438,,438,egyedi,eredeti,RMNY109,Budapest,Nat,2,*,,,,,,
RMNY-C-439,,439,egyedi,eredeti,RMNY109,Budapest,Nat,3,,,,,,,
RMNY-C-440,,440,egyedi,eredeti,RMNY109,Cluj,Univ,2,,,,,,,
RMNY-C-441,,441,egyedi,eredeti,RMNY109,Halle,Univ,1,,,,,,,
RMNY-C-442,,442,egyedi,eredeti,RMNY109,Sárospatak,Ref,2,*,,,,,,
RMNY-C-443,,443,egyedi,eredeti,RMNY109,Wien,Nat,1,,,,,,,
RMNY-C-444,,444,egyedi,eredeti,RMNY110,Braşov,Ev,1,,,,,,,
RMNY-C-445,,445,egyedi,eredeti,RMNY110,Braşov,Ev,1,,,,,,,
RMNY-C-446,,446,egyedi,eredeti,RMNY110,Braşov,Ev,2,,,,,,,
RMNY-C-447,,447,egyedi,eredeti,RMNY110,Budapest,Nat,1,,,,,,,
RMNY-C-448,,448,egyedi,eredeti,RMNY111,Braşov,Ev,1,,,,,,,
RMNY-C-449,,449,egyedi,eredeti,RMNY111,Braşov,Ev,1,,,,,,,
RMNY-C-450,,450,egyedi,eredeti,RMNY111,Budapest,Nat,1,,,,,,,
RMNY-C-451,,451,,,RMNY112,,,n.p.,,,,,,,
RMNY-C-452,,452,,,RMNY112A,,,n.p.,,,,,,,
RMNY-C-453,,453,,,RMNY113,,,n.p.,,,,,,,
RMNY-C-454,,454,,,RMNY114,,,n.p.,,,,,,,
RMNY-C-455,,455,egyedi,eredeti,RMNY115,Budapest,Nat,1,,,,,,,
RMNY-C-456,,456,egyedi,eredeti,RMNY117,Braşov,Ev,1,,,,,,,
RMNY-C-457,,457,egyedi,phot.,RMNY117,Budapest,Nat,phot.,,,,,,,
RMNY-C-458,,458,egyedi,eredeti,RMNY118,Braşov,Ev,1,,,,,,,
RMNY-C-459,,459,egyedi,phot.,RMNY118,Budapest,Nat,phot.,,,,,,,
RMNY-C-460,,460,egyedi,phot.,RMNY119,Budapest,Nat,phot.,,,,,,,
RMNY-C-461,,461,egyedi,eredeti,RMNY119,Tîrgu Mureş,,2,,,,,,,
RMNY-C-462,,462,egyedi,eredeti,RMNY120,Braşov,Ev,1,,,,,,,
RMNY-C-463,,463,egyedi,eredeti,RMNY120,Budapest,Nat,1,,,,,,,
RMNY-C-464,,464,egyedi,eredeti,RMNY120,Budapest,Nat,1,,,,,,,
RMNY-C-465,,465,egyedi,eredeti,RMNY121,Braşov,Ev,1,,,,,,,
RMNY-C-466,,466,egyedi,eredeti,RMNY121,Budapest,Nat,1,,,,,,,
RMNY-C-467,,467,egyedi,eredeti,RMNY122,Braşov,Arch,1,,,"(Brassó, ev. gymn.)",,,,
RMNY-C-468,,468,egyedi,eredeti,RMNY122,Budapest,Nat,2,*,,,,,,
RMNY-C-469,,469,egyedi,eredeti,RMNY122,Cluj,Acad III,2,,,,,,,
RMNY-C-470,,470,egyedi,eredeti,RMNY122,Cluj,Univ,1,,,,,,,
RMNY-C-471,,471,egyedi,eredeti,RMNY122,Debrecen,Ref,1,,,"(Máramarossziget, ref. lyc.)",,,,
RMNY-C-472,,472,egyedi,eredeti,RMNY122,Sibiu,Mus,2,*,,,,,,
RMNY-C-473,,473,egyedi,eredeti,RMNY122,Tîrgu Mureş,,1,,,,,,,
RMNY-C-474,,474,egyedi,eredeti,RMNY123,Budapest,Nat,1,,,,,,,
RMNY-C-475,,475,,,RMNY124,,,n.p.,,,,,,,
RMNY-C-476,,476,egyedi,eredeti,RMNY125,Budapest,Acad,2,*,,,,,,
RMNY-C-477,,477,egyedi,phot.,RMNY126,Budapest,Nat,phot.,,,,,,,
RMNY-C-478,,478,egyedi,eredeti,RMNY126,Wien,Nat,1,,,,,,,
RMNY-C-479,,479,egyedi,eredeti,RMNY127,Budapest,Nat,1,,,,,,,
RMNY-C-480,,480,egyedi,eredeti,RMNY127,Debrecen,Ref,1,,,,,,,
RMNY-C-481,,481,egyedi,eredeti,RMNY128,Budapest,Nat,1,,,,,,,
RMNY-C-482,,482,egyedi,eredeti,RMNY128,Kraków,Univ,1,,,,,,,
RMNY-C-483,,483,egyedi,eredeti,RMNY128,London,BM,0,,,,,,,
RMNY-C-484,,484,egyedi,eredeti,RMNY128,London,BM,0,,,,,,,
RMNY-C-485,,485,egyedi,eredeti,RMNY128,London,BM,0,,,,,,,
RMNY-C-486,,486,egyedi,eredeti,RMNY128,London,BM,0,,,,,,,
RMNY-C-487,,487,egyedi,eredeti,RMNY128,London,BM,0,,,,,,,
RMNY-C-488,,488,csoportos meghatározatlan,Ismeretlen számú példány,RMNY128,,,,,,,etc.,,CERL szerint 72 expl.,
RMNY-C-489,,489,,,RMNY129,,,n.p.,,,,,,,
RMNY-C-490,,490,egyedi,eredeti,RMNY130,Budapest,Nat,1,,,,,,,
RMNY-C-491,,491,egyedi,eredeti,RMNY130,Sibiu,Arch,2,*,,,,,,
RMNY-C-492,,492,egyedi,eredeti,RMNY130,Sibiu,Mus,2,*,,,,,,
RMNY-C-493,,493,egyedi,phot.,RMNY131,Budapest,Nat,phot.,,,,,,,
RMNY-C-494,,494,egyedi,eredeti,RMNY131,Sibiu,Ev,1,,,,,,,
RMNY-C-495,,495,,,RMNY132,,,n.p.,,,,,,,
RMNY-C-496,,496,egyedi,eredeti,RMNY133,Braşov,Ev,1,,,,,,,
RMNY-C-497,,497,egyedi,phot.,RMNY133,Budapest,Nat,phot.,,,(Sibiu Mus),,,,
RMNY-C-498,,498,egyedi,eredeti,RMNY133,Sibiu,Arch,1,,,,,,,
RMNY-C-499,,499,egyedi,eredeti,RMNY133,Sibiu,Mus,1,,,,,,,
RMNY-C-500,,500,egyedi,eredeti,RMNY133,Sibiu,Mus,1,,,,,,,
RMNY-C-501,,501,egyedi,eredeti,RMNY133,Sibiu,Mus,1,,,,,,,
RMNY-C-502,,502,egyedi,eredeti,RMNY133,Sighişoara,,1,,,,,,,
RMNY-C-503,,503,,,RMNY134,,,n.p.,,,,,,,
RMNY-C-504,,504,egyedi,phot.,RMNY135,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-505,,505,egyedi,eredeti,RMNY135,Cluj,Acad III,2,,,,,,,
RMNY-C-506,,506,egyedi,eredeti,RMNY135,Sighişoara,,2,,,,,,,
RMNY-C-507,,507,,,RMNY136,,,n.p.,,,,,,,
RMNY-C-508,,508,,,RMNY137,,,n.p.,,,,,,,
RMNY-C-509,,509,egyedi,eredeti,RMNY138,Alba Iulia,,2,*,,,,,,
RMNY-C-510,,510,egyedi,eredeti,RMNY138,Braşov,Ev,2,*,,,,,,
RMNY-C-511,,511,egyedi,eredeti,RMNY138,Budapest,Nat,1,,,,,,,
RMNY-C-512,,512,egyedi,eredeti,RMNY138,Budapest,Univ,2,,,,,,,
RMNY-C-513,,513,egyedi,eredeti,RMNY138,Sibiu,Ev,2,*,,,,,,
RMNY-C-514,,514,egyedi,eredeti,RMNY138,Sibiu,Mus,1,,,,,,,
RMNY-C-515,,515,egyedi,eredeti,RMNY138,Sibiu,Mus,1,,,,,,,
RMNY-C-516,,516,egyedi,eredeti,RMNY138,Sibiu,Mus,1,,,,,,,
RMNY-C-517,,517,egyedi,eredeti,RMNY138,Sibiu,Mus,1,,,,,,,
RMNY-C-518,,518,egyedi,eredeti,RMNY138,Sibiu,Mus,2,,,,,,,
RMNY-C-519,,519,egyedi,eredeti,RMNY138,Sibiu,Mus,2,,,,,,,
RMNY-C-520,,520,egyedi,eredeti,RMNY138,Sighişoara,,2,,,,,,,
RMNY-C-521,,521,egyedi,eredeti,RMNY138,Sighişoara,,2,,,,,,,
RMNY-C-522,,522,egyedi,eredeti,RMNY138,Sighişoara,,3,*,,,,,,
RMNY-C-523,,523,egyedi,eredeti,RMNY139,Bucureşti,Acad,2,,,,,,,
RMNY-C-524,,524,egyedi,eredeti,RMNY139,Budapest,Nat,2,,,(Bucureşti),,phot. supplet,,
RMNY-C-525,,525,egyedi,eredeti,RMNY139,Sofija,Mus Orthod,0,,,,,,,
RMNY-C-526,,526,egyedi,eredeti,RMNY140,Braşov,Ev,2,,,,,,,
RMNY-C-527,,527,egyedi,eredeti,RMNY140,Budapest,Acad,1,,,(Emich Gusztáv),,,,
RMNY-C-528,,528,egyedi,eredeti,RMNY141,Budapest,Acad,1,,,,,,,
RMNY-C-529,,529,egyedi,eredeti,RMNY141,Cluj,Univ,1,,,,,,,
RMNY-C-530,,530,egyedi,eredeti,RMNY142,Braşov,Ev,1,,,,,,,
RMNY-C-531,,531,egyedi,eredeti,RMNY142,Budapest,Acad,1,,,,,,,
RMNY-C-532,,532,egyedi,eredeti,RMNY142,Budapest,Acad,2,*,,(Emich Gusztáv),,,,
RMNY-C-533,,533,egyedi,eredeti,RMNY142,Sighişoara,,1,,,,,,,
RMNY-C-534,,534,egyedi,phot.,RMNY143,Budapest,Acad,phot.,,,(Sibiu Mus),,,,
RMNY-C-535,,535,egyedi,phot.,RMNY143,Budapest,Nat,phot.,,,(Sibiu Mus),,,,
RMNY-C-536,,536,egyedi,eredeti,RMNY143,Sibiu,Arch,1,,,,,,,
RMNY-C-537,,537,egyedi,eredeti,RMNY143,Sibiu,Mus,1,,,,,,,
RMNY-C-538,,538,egyedi,eredeti,RMNY144,Gotha,Nat,1,,,,,,,
RMNY-C-539,,539,,,RMNY145,,,n.p.,,,,,,,
RMNY-C-540,,540,egyedi,eredeti,RMNY146,Budapest,Nat,2,,,,,,,
RMNY-C-541,,541,egyedi,phot.,RMNY147,Budapest,Nat,phot.,,,,,,,
RMNY-C-542,,542,egyedi,eredeti,RMNY147,Sibiu,Mus,1,,,,,,,
RMNY-C-543,,543,egyedi,eredeti,RMNY148,Budapest,Nat,1,,,,,,,
RMNY-C-544,,544,egyedi,phot.,RMNY149,Budapest,Acad,phot.,,,(Debrecen),,,,
RMNY-C-545,,545,egyedi,eredeti,RMNY149,Debrecen,Ref,3,*,,,,,,
RMNY-C-546,,546,,,RMNY150,,,n.p.,,,,,,,
RMNY-C-547,,547,egyedi,phot.,RMNY151,Budapest,Nat,phot.,,,,,,,
RMNY-C-548,,548,egyedi,eredeti,RMNY151,Wien,Nat,1,,,,,,,
RMNY-C-549,,549,egyedi,eredeti,RMNY152,Budapest,Acad,1,,,,,,,
RMNY-C-550,,550,egyedi,eredeti,RMNY152,Budapest,Nat,4,,,,,,,
RMNY-C-551,,551,egyedi,phot.,RMNY153,Budapest,Acad,phot.,,,(Cluj),,,,
RMNY-C-552,,552,egyedi,eredeti,RMNY153,Cluj,Acad III,1,,,,,,,
RMNY-C-553,,553,egyedi,eredeti,RMNY153,Wrocław,Ossolinaeum,0,,,,,,,
RMNY-C-554,,554,egyedi,eredeti,RMNY154,Alba Iulia,,1,,,,,,,
RMNY-C-555,,555,egyedi,eredeti,RMNY154,Budapest,Acad,2,,,,,,,
RMNY-C-556,,556,egyedi,eredeti,RMNY154,Budapest,Nat,2,*,,,,,,
RMNY-C-557,,557,egyedi,eredeti,RMNY154,Budapest,Nat,4,,,,,,,
RMNY-C-558,,558,egyedi,eredeti,RMNY154,Cluj,Acad III,1,,,,,,,
RMNY-C-559,,559,egyedi,eredeti,RMNY154,Cluj,Univ,1,,,,,,,
RMNY-C-560,,560,egyedi,eredeti,RMNY154,Debrecen,Ref,1,,,,,,,
RMNY-C-561,,561,egyedi,eredeti,RMNY155,Budapest,Nat,1,,,,,,,
RMNY-C-562,,562,egyedi,eredeti,RMNY156,Aiud,,2,,,,,,,
RMNY-C-563,,563,egyedi,eredeti,RMNY156,Alba Iulia,,2,,,,,,,
RMNY-C-564,,564,egyedi,eredeti,RMNY156,Berlin,Univ Inst,1,,,,,,,
RMNY-C-565,,565,egyedi,eredeti,RMNY156,Bratislava,,2,,,,,,,
RMNY-C-566,,566,egyedi,eredeti,RMNY156,Bratislava,Pedag,3,,,,,,,
RMNY-C-567,,567,egyedi,eredeti,RMNY156,Budapest,Acad,1,,,,,,,
RMNY-C-568,,568,egyedi,eredeti,RMNY156,Budapest,Acad,2,,,,,,,
RMNY-C-569,,569,egyedi,eredeti,RMNY156,Budapest,Acad,2,,,,,,,
RMNY-C-570,,570,egyedi,eredeti,RMNY156,Budapest,Acad,4,,,,,,,
RMNY-C-571,,571,egyedi,eredeti,RMNY156,Budapest,Acad Lingu,3,,,,,,,
RMNY-C-572,,572,egyedi,eredeti,RMNY156,Budapest,Civ,2,,,,,,,
RMNY-C-573,,573,egyedi,eredeti,RMNY156,Budapest,Ev,1,,,,,,,
RMNY-C-574,,574,egyedi,eredeti,RMNY156,Budapest,Nat,1,,,,,,,
RMNY-C-575,,575,egyedi,eredeti,RMNY156,Budapest,Nat,2,*,,,,,,
RMNY-C-576,,576,egyedi,eredeti,RMNY156,Budapest,Nat,2,,,,,,,
RMNY-C-577,,577,egyedi,eredeti,RMNY156,Budapest,Nat,2,,,,,,,
RMNY-C-578,,578,egyedi,eredeti,RMNY156,Budapest,Nat,3,,,,,,,
RMNY-C-579,,579,egyedi,eredeti,RMNY156,Budapest,Ref,2,,,,,,,
RMNY-C-580,,580,egyedi,eredeti,RMNY156,Budapest,Ref,2,,,,,,,
RMNY-C-581,,581,egyedi,eredeti,RMNY156,Budapest,Univ,2,,,,,,,
RMNY-C-582,,582,egyedi,eredeti,RMNY156,Budapest,Zsámár József,2,,,,,,,
RMNY-C-583,,583,egyedi,eredeti,RMNY156,Cluj,Acad I,2,,,(szatmári püspökség),,,,
RMNY-C-584,,584,egyedi,eredeti,RMNY156,Cluj,Acad II,1,,,,,,,
RMNY-C-585,,585,egyedi,eredeti,RMNY156,Cluj,Acad II,2,,,,,,,
RMNY-C-586,,586,egyedi,eredeti,RMNY156,Cluj,Acad III,2,,,,,,,
